id,استان,شهرستان,جمع,مرد,زن,شهری,روستایی
07,يزد,ابركوه, 54.3 , 27.8 , 26.5 , 39.3 , 14.9 
01,زنجان,ابهر, 160.6 , 81.2 , 79.4 , 136.0 , 24.6 
01,هرمزگان,ابوموسي, 8.1 , 6.4 , 1.7 , 4.6 , 3.4 
01,مرکزي,اراک, 603.2 , 305.3 , 297.8 , 539.7 , 63.5 
01,اردبيل,اردبيل, 639.6 , 324.7 , 314.9 , 571.9 , 67.7 
01,اصفهان,اردستان, 42.2 , 21.4 , 20.8 , 28.3 , 13.9 
01,يزد,اردكان, 115.5 , 62.7 , 52.9 , 101.5 , 14.0 
05,چهارمحال وبختياري,اردل, 46.3 , 23.4 , 22.9 , 21.0 , 25.4 
23,كرمان,ارزوئيه, 34.0 , 17.1 , 16.9 , 7.1 , 26.9 
17,فارس,ارسنجان, 44.2 , 22.4 , 21.8 , 17.6 , 26.6 
01,آذربايجان غربي,اروميه," 1,109.2 ", 560.0 , 549.2 , 794.3 , 314.8 
07,لرستان,ازنا, 77.3 , 39.2 , 38.1 , 51.4 , 25.9 
02,فارس,استهبان, 71.0 , 35.9 , 35.2 , 49.7 , 21.3 
06,همدان,اسدآباد, 98.0 , 49.0 , 49.0 , 59.1 , 39.0 
01,خراسان شمالي,اسفراين, 118.3 , 59.8 , 58.5 , 64.2 , 54.1 
22,آذربايجان شرقي,اسکو, 163.6 , 82.7 , 80.9 , 122.1 , 41.5 
01,کرمانشاه,اسلام آبادغرب, 134.2 , 67.9 , 66.4 , 92.3 , 42.0 
10,تهران,اسلامشهر, 592.5 , 300.9 , 291.6 , 556.2 , 36.3 
05,البرز,اشتهارد, 41.9 , 21.1 , 20.8 , 35.0 , 6.9 
08,يزد,اشکذر, 35.0 , 18.4 , 16.6 , 21.9 , 13.1 
13,آذربايجان غربي,اشنويه, 77.7 , 38.7 , 39.0 , 45.1 , 32.6 
02,اصفهان,اصفهان," 2,178.7 "," 1,097.9 "," 1,080.9 "," 2,102.8 ", 75.9 
11,اردبيل,اصلاندوز, 37.0 , 19.6 , 17.4 , 6.9 , 30.1 
03,فارس,اقليد, 93.8 , 47.2 , 46.5 , 56.9 , 36.9 
05,قزوين,البرز,269.4,136.6,132.8,241.4,28.0
01,لرستان,اليگودرز, 137.4 , 70.3 , 67.1 , 96.3 , 41.1 
13,گيلان,املش, 42.0 , 20.9 , 21.1 , 18.1 , 23.9 
16,خوزستان,اميديه, 99.5 , 50.4 , 49.1 , 77.4 , 22.1 
20,كرمان,انار, 36.5 , 18.8 , 17.7 , 20.6 , 15.9 
21,خوزستان,انديکا, 44.6 , 22.4 , 22.3 , 4.6 , 40.0 
02,خوزستان,انديمشک, 178.5 , 90.9 , 87.7 , 159.9 , 18.7 
12,اردبيل,انگوت, 19.4 , 9.9 , 9.4 , 2.9 , 16.5 
02,آذربايجان شرقي,اهر, 136.5 , 68.7 , 67.8 , 103.8 , 32.7 
03,خوزستان,اهواز," 1,420.1 ", 717.1 , 703.0 ," 1,347.2 ", 72.9 
36,فارس,اوز, 38.2 , 19.0 , 19.2 , 20.7 , 17.4 
06,زنجان,ايجرود, 36.2 , 18.3 , 17.9 , 3.3 , 33.0 
04,خوزستان,ايذه, 180.0 , 90.1 , 89.9 , 124.8 , 55.2 
01,سيستان وبلوچستان,ايرانشهر, 227.2 , 115.0 , 112.3 , 145.3 , 82.0 
01,ايلام,ايلام, 240.1 , 121.6 , 118.5 , 210.7 , 29.4 
07,ايلام,ايوان, 49.6 , 24.9 , 24.7 , 35.2 , 14.3 
01,خوزستان,آبادان, 322.8 , 162.0 , 160.8 , 272.1 , 50.7 
01,فارس,آباده, 103.2 , 52.1 , 51.1 , 90.7 , 12.5 
06,ايلام,آبدانان, 48.3 , 24.5 , 23.7 , 31.1 , 17.2 
04,قزوين,آبيك,99.5,51.4,48.1,77.3,22.2
21,آذربايجان شرقي,آذرشهر, 114.5 , 57.8 , 56.7 , 76.7 , 37.7 
06,سمنان,آرادان, 12.9 , 6.5 , 6.4 , 7.7 , 5.2 
18,اصفهان,آران وبيدگل, 109.2 , 55.4 , 53.8 , 95.7 , 13.6 
10,گلستان,آزادشهر, 102.5 , 51.1 , 51.4 , 60.2 , 42.3 
01,گيلان,آستارا, 94.2 , 47.0 , 47.2 , 66.1 , 28.1 
02,گيلان,آستانه اشرفيه, 109.2 , 54.5 , 54.8 , 62.8 , 46.5 
02,مرکزي,آشتيان, 15.7 , 8.0 , 7.7 , 8.8 , 6.9 
26,خوزستان,آغاجاري, 17.9 , 8.8 , 9.1 , 13.6 , 4.2 
08,گلستان,آق قلا, 139.5 , 69.8 , 69.7 , 47.3 , 92.3 
01,مازندران,آمل, 417.2 , 208.8 , 208.4 , 258.8 , 158.4 
06,قزوين,آوج,40.6,20.8,19.8,12.1,28.5
02,مازندران,بابل, 546.8 , 274.6 , 272.2 , 325.6 , 221.2 
16,مازندران,بابلسر, 141.4 , 69.7 , 71.7 , 82.7 , 58.7 
37,خراسان رضوئ,باخرز, 50.0 , 24.9 , 25.1 , 11.0 , 39.0 
19,آذربايجان غربي,باروق, 22.5 , 11.4 , 11.1 , 4.3 , 18.2 
07,كهگيلويه وبويراحمد,باشت, 21.7 , 10.9 , 10.9 , 12.1 , 9.6 
15,خوزستان,باغ ملک, 105.5 , 53.8 , 51.7 , 54.0 , 51.4 
01,كرمان,بافت, 87.3 , 43.7 , 43.5 , 43.0 , 44.3 
02,يزد,بافق, 60.7 , 31.0 , 29.7 , 56.3 , 4.5 
01,كردستان,بانه, 165.2 , 83.7 , 81.5 , 123.6 , 41.6 
24,خوزستان,باوي, 106.4 , 53.2 , 53.2 , 78.9 , 27.5 
31,خراسان رضوئ,بجستان, 32.6 , 16.3 , 16.3 , 15.6 , 17.1 
02,خراسان شمالي,بجنورد, 344.9 , 173.0 , 171.8 , 253.2 , 91.6 
35,فارس,بختگان, 32.6 , 16.2 , 16.4 , 6.9 , 25.7 
10,ايلام,بدره, 15.2 , 7.5 , 7.7 , 5.4 , 9.8 
22,اصفهان,برخوار, 136.5 , 70.0 , 66.4 , 127.2 , 9.2 
23,خراسان رضوئ,بردسكن, 80.5 , 40.6 , 39.9 , 38.3 , 42.2 
10,كرمان,بردسير, 87.9 , 44.1 , 43.7 , 44.5 , 43.4 
02,لرستان,بروجرد, 333.5 , 166.8 , 166.7 , 253.2 , 80.2 
01,چهارمحال وبختياري,بروجن, 124.7 , 63.0 , 61.7 , 107.4 , 17.2 
13,آذربايجان شرقي,بستان آباد, 94.9 , 48.5 , 46.4 , 30.3 , 64.7 
09,هرمزگان,بستك, 83.3 , 42.3 , 41.0 , 25.2 , 58.1 
13,هرمزگان,بشاگرد, 34.1 , 17.0 , 17.1 , 3.0 , 31.1 
08,خراسان جنوبي,بشرويه, 28.1 , 14.2 , 13.9 , 21.3 , 6.8 
02,كرمان,بم, 251.1 , 130.1 , 121.0 , 170.9 , 80.2 
20,سيستان وبلوچستان,بمپور, 67.6 , 33.1 , 34.5 , 30.3 , 37.4 
09,چهارمحال وبختياري,بن, 28.9 , 14.7 , 14.2 , 20.4 , 8.4 
12,آذربايجان شرقي,بناب, 139.9 , 70.6 , 69.4 , 92.2 , 47.7 
03,گيلان,بندرانزلي, 140.3 , 70.0 , 70.3 , 121.1 , 19.3 
02,هرمزگان,بندرعباس, 750.5 , 381.9 , 368.6 , 600.0 , 150.5 
01,گلستان,بندرگز, 49.0 , 24.6 , 24.3 , 29.9 , 19.1 
03,هرمزگان,بندرلنگه, 178.1 , 94.4 , 83.7 , 109.1 , 69.0 
05,خوزستان,بندرماهشهر, 322.1 , 162.6 , 159.4 , 300.6 , 21.4 
11,يزد,بهاباد, 18.1 , 8.8 , 9.3 , 10.3 , 7.8 
07,همدان,بهار, 119.7 , 60.2 , 59.5 , 57.5 , 62.2 
19,تهران,بهارستان, 568.0 , 292.8 , 275.2 , 529.3 , 38.6 
06,خوزستان,بهبهان, 196.7 , 100.1 , 96.6 , 158.0 , 38.8 
04,مازندران,بهشهر, 170.9 , 87.7 , 83.3 , 116.6 , 54.3 
05,كهگيلويه وبويراحمد,بهمئي, 37.2 , 18.8 , 18.4 , 19.9 , 17.3 
24,اصفهان,بو يين و مياندشت, 22.0 , 11.3 , 10.6 , 12.6 , 9.4 
16,فارس,بوانات, 29.2 , 14.8 , 14.3 , 12.8 , 16.4 
01,بوشهر,بوشهر, 324.9 , 169.2 , 155.8 , 297.1 , 27.8 
10,آذربايجان غربي,بوكان, 273.0 , 138.0 , 135.0 , 212.0 , 60.9 
01,كهگيلويه وبويراحمد,بويراحمد, 310.6 , 157.0 , 153.6 , 182.3 , 128.3 
01,قزوين,بوئين زهرا,121.7,62.1,59.5,64.5,57.2
02,كردستان,بيجار, 91.8 , 46.0 , 45.8 , 61.2 , 30.7 
01,خراسان جنوبي,بيرجند, 282.2 , 143.2 , 139.0 , 223.6 , 58.6 
31,فارس,بيضا, 43.5 , 22.0 , 21.5 , 9.3 , 34.2 
02,اردبيل,بيله سوار, 50.1 , 25.5 , 24.6 , 23.7 , 26.4 
32,خراسان رضوئ,بينالود, 80.6 , 41.4 , 39.1 , 46.1 , 34.5 
06,اردبيل,پارس آباد, 145.5 , 74.7 , 70.8 , 104.7 , 40.8 
11,هرمزگان,پارسيان, 57.1 , 28.9 , 28.2 , 29.8 , 27.3 
23,فارس,پاسارگاد, 29.6 , 15.2 , 14.4 , 18.3 , 11.2 
13,تهران,پاكدشت, 386.5 , 194.7 , 191.7 , 304.5 , 82.0 
03,کرمانشاه,پاوه, 63.7 , 32.0 , 31.7 , 47.6 , 16.1 
20,تهران,پرديس, 240.1 , 122.1 , 117.9 , 220.4 , 19.7 
08,لرستان,پلدختر, 72.8 , 36.7 , 36.1 , 39.1 , 33.7 
15,آذربايجان غربي,پلدشت, 43.3 , 21.9 , 21.4 , 15.2 , 28.0 
02,آذربايجان غربي,پيرانشهر, 152.5 , 77.7 , 74.7 , 109.2 , 43.2 
18,تهران,پيشوا, 90.1 , 44.8 , 45.3 , 69.3 , 20.8 
02,قزوين,تاكستان,173.4,88.5,84.9,121,52.4
04,خراسان رضوئ,تايباد, 135.1 , 68.5 , 66.6 , 82.2 , 53.0 
03,آذربايجان شرقي,تبريز," 1,851.8 ", 935.4 , 916.4 ," 1,722.3 ", 129.5 
06,خراسان رضوئ,تربت جام, 235.9 , 119.2 , 116.7 , 130.7 , 105.3 
05,خراسان رضوئ,تربت حيدريه, 239.1 , 122.1 , 117.0 , 159.1 , 80.0 
02,گلستان,تركمن, 87.9 , 44.3 , 43.6 , 64.8 , 23.1 
03,يزد,تفت, 40.8 , 20.7 , 20.1 , 21.7 , 19.0 
21,سيستان وبلوچستان,تفتان, 51.1 , 25.1 , 25.9 , 8.3 , 42.8 
03,مرکزي,تفرش, 24.3 , 12.0 , 12.3 , 16.9 , 7.4 
12,آذربايجان غربي,تكاب, 83.9 , 42.1 , 41.8 , 54.8 , 29.0 
05,مازندران,تنكابن, 171.2 , 85.5 , 85.8 , 92.4 , 78.9 
02,بوشهر,تنگستان, 80.4 , 40.1 , 40.3 , 25.2 , 55.1 
01,تهران,تهران," 9,039.5 "," 4,497.9 "," 4,541.6 "," 8,992.0 ", 47.4 
01,همدان,تويسركان, 102.8 , 50.8 , 52.0 , 57.9 , 44.9 
19,اصفهان,تيران وکرون, 72.1 , 36.5 , 35.6 , 32.2 , 40.0 
12,کرمانشاه,ثلاث باباجاني, 36.1 , 18.4 , 17.7 , 19.9 , 16.1 
03,خراسان شمالي,جاجرم, 37.3 , 19.0 , 18.4 , 25.3 , 12.0 
06,هرمزگان,جاسك, 64.5 , 32.5 , 32.1 , 21.4 , 43.1 
26,اصفهان,جرقويه, 38.9 , 19.8 , 19.1 , 21.7 , 17.3 
02,قم,جعفرآباد, 26.9 , 13.7 , 13.2 , 12.5 , 14.4 
34,خراسان رضوئ,جغتاي, 52.5 , 26.5 , 26.0 , 12.5 , 40.0 
19,آذربايجان شرقي,جلفا, 63.7 , 32.6 , 31.1 , 46.4 , 17.3 
09,بوشهر,جم, 74.4 , 38.7 , 35.7 , 48.2 , 26.3 
04,فارس,جهرم, 197.9 , 105.0 , 92.9 , 160.5 , 37.4 
09,کرمانشاه,جوانرود, 78.1 , 39.8 , 38.3 , 58.8 , 19.3 
21,مازندران,جويبار, 76.8 , 38.8 , 37.9 , 34.3 , 42.4 
36,خراسان رضوئ,جوين, 56.9 , 28.8 , 28.2 , 19.6 , 37.3 
03,كرمان,جيرفت, 328.7 , 166.8 , 161.9 , 181.9 , 146.7 
20,اصفهان,چادگان, 30.5 , 15.6 , 14.9 , 14.2 , 16.3 
23,آذربايجان شرقي,چاراويماق, 32.2 , 16.3 , 15.9 , 6.3 , 25.8 
14,آذربايجان غربي,چالدران, 45.4 , 23.0 , 22.4 , 21.2 , 24.2 
20,مازندران,چالوس, 121.0 , 61.3 , 59.7 , 86.8 , 34.2 
02,سيستان وبلوچستان,چاه بهار, 236.5 , 119.9 , 116.6 , 137.4 , 99.1 
16,آذربايجان غربي,چايپاره, 51.0 , 25.9 , 25.1 , 30.4 , 20.6 
06,كهگيلويه وبويراحمد,چرام, 33.8 , 16.9 , 16.9 , 17.4 , 16.4 
04,ايلام,چرداول, 42.1 , 21.6 , 20.5 , 24.3 , 17.8 
10,لرستان,چگني, 41.4 , 20.9 , 20.5 , 4.8 , 36.6 
18,خراسان رضوئ,چناران, 93.0 , 49.4 , 43.6 , 63.9 , 29.1 
07,البرز,چهارباغ, 77.8 , 40.2 , 37.6 , 48.8 , 29.0 
18,آذربايجان غربي,چهاربرج, 27.1 , 14.0 , 13.1 , 10.0 , 17.1 
12,ايلام,چوار, 9.9 , 5.1 , 4.8 , 5.8 , 4.0 
08,هرمزگان,حاجي اباد, 74.0 , 38.0 , 36.0 , 35.3 , 38.7 
25,خوزستان,حميديه, 59.0 , 30.0 , 29.0 , 23.9 , 35.1 
09,يزد,خاتم, 21.4 , 11.0 , 10.4 , 13.7 , 7.7 
03,سيستان وبلوچستان,خاش, 141.1 , 70.8 , 70.3 , 72.3 , 68.8 
10,چهارمحال وبختياري,خانميرزا, 56.3 , 29.0 , 27.3 , 5.8 , 50.6 
26,آذربايجان شرقي,خداآفرين, 33.0 , 16.5 , 16.5 , 3.6 , 29.4 
03,زنجان,خدابنده, 163.7 , 83.1 , 80.6 , 67.2 , 96.5 
29,فارس,خرامه, 51.2 , 25.9 , 25.3 , 27.5 , 23.6 
03,لرستان,خرم آباد, 528.3 , 265.3 , 262.9 , 396.3 , 131.9 
18,فارس,خرم بيد, 51.0 , 25.9 , 25.0 , 41.6 , 9.4 
07,زنجان,خرمدره, 71.5 , 36.1 , 35.5 , 59.1 , 12.5 
07,خوزستان,خرمشهر, 181.9 , 91.0 , 91.0 , 151.5 , 30.5 
34,فارس,خفر, 44.0 , 22.6 , 21.4 , 11.3 , 32.7 
03,اردبيل,خلخال, 83.9 , 42.0 , 41.9 , 46.9 , 37.0 
29,خراسان رضوئ,خليل آباد, 55.6 , 28.0 , 27.7 , 20.8 , 34.8 
17,گيلان,خمام, 54.5 , 27.4 , 27.1 , 23.2 , 31.4 
10,هرمزگان,خمير, 57.7 , 28.7 , 29.0 , 28.2 , 29.5 
04,مرکزي,خمين, 104.2 , 52.7 , 51.5 , 77.8 , 26.4 
03,اصفهان,خميني شهر, 336.6 , 173.3 , 163.3 , 332.1 , 4.5 
24,فارس,خنج, 42.3 , 20.9 , 21.4 , 19.8 , 22.4 
12,مرکزي,خنداب, 49.8 , 25.8 , 24.1 , 13.3 , 36.5 
19,خراسان رضوئ,خواف, 153.0 , 77.3 , 75.7 , 77.4 , 75.6 
04,اصفهان,خوانسار, 34.1 , 16.8 , 17.2 , 25.7 , 8.3 
23,اصفهان,خور و بيابانک, 21.8 , 10.9 , 10.9 , 15.0 , 6.8 
10,خراسان جنوبي,خوسف, 29.8 , 17.0 , 12.8 , 11.4 , 18.3 
38,خراسان رضوئ,خوشاب, 33.2 , 16.7 , 16.5 , 12.8 , 20.4 
03,آذربايجان غربي,خوئ, 349.7 , 176.5 , 173.2 , 226.5 , 123.2 
05,فارس,داراب, 210.1 , 107.1 , 103.1 , 102.1 , 108.0 
13,کرمانشاه,دالاهو, 33.0 , 16.2 , 16.8 , 15.5 , 17.5 
01,سمنان,دامغان, 100.1 , 49.8 , 50.3 , 78.0 , 22.1 
39,خراسان رضوئ,داورزن, 23.5 , 11.9 , 11.6 , 3.9 , 19.6 
07,خراسان رضوئ,درگز, 73.0 , 36.8 , 36.2 , 43.6 , 29.5 
10,همدان,درگزين, 36.3 , 18.0 , 18.3 , 13.5 , 22.8 
02,خراسان جنوبي,درميان, 55.7 , 28.2 , 27.5 , 16.1 , 39.6 
02,ايلام,دره شهر, 43.8 , 22.5 , 21.3 , 24.1 , 19.7 
29,خوزستان,دزپارت, 18.2 , 8.9 , 9.2 , 6.2 , 12.0 
08,خوزستان,دزفول, 472.9 , 243.7 , 229.2 , 360.9 , 112.0 
09,خوزستان,دشت آزادگان, 114.4 , 58.0 , 56.4 , 75.7 , 38.7 
03,بوشهر,دشتستان, 267.2 , 135.1 , 132.2 , 184.4 , 82.8 
04,بوشهر,دشتي, 91.1 , 45.7 , 45.4 , 64.2 , 26.9 
22,سيستان وبلوچستان,دشتياري, 85.1 , 44.3 , 40.8 , 12.1 , 73.0 
04,لرستان,دلفان, 145.4 , 74.2 , 71.2 , 71.6 , 73.8 
12,سيستان وبلوچستان,دلگان, 72.2 , 35.7 , 36.5 , 16.2 , 56.0 
05,مرکزي,دليجان, 54.2 , 27.7 , 26.5 , 46.8 , 7.3 
02,تهران,دماوند, 136.6 , 68.8 , 67.8 , 107.7 , 28.9 
04,كهگيلويه وبويراحمد,دنا, 43.0 , 21.7 , 21.4 , 9.9 , 33.2 
21,اصفهان,دهاقان, 34.0 , 17.2 , 16.7 , 24.5 , 9.5 
10,كردستان,دهگلان, 65.4 , 33.3 , 32.0 , 31.5 , 33.9 
03,ايلام,دهلران, 64.6 , 33.3 , 31.3 , 41.5 , 23.1 
05,لرستان,دورود, 177.9 , 90.4 , 87.5 , 127.8 , 50.1 
05,بوشهر,دير, 65.4 , 33.4 , 31.9 , 52.5 , 12.8 
08,بوشهر,ديلم, 37.3 , 19.0 , 18.2 , 30.7 , 6.6 
07,كردستان,ديواندره, 80.6 , 40.9 , 39.7 , 39.5 , 41.1 
18,كرمان,رابر, 34.4 , 17.3 , 17.0 , 14.9 , 19.5 
08,خراسان شمالي,راز و جرگلان, 59.7 , 29.6 , 30.1 , 12.8 , 46.9 
08,سيستان وبلوچستان,راسک, 108.2 , 54.7 , 53.5 , 35.2 , 73.0 
06,مازندران,رامسر, 76.9 , 38.6 , 38.3 , 59.5 , 17.5 
19,خوزستان,رامشير, 58.1 , 29.2 , 28.9 , 30.1 , 27.9 
10,خوزستان,رامهرمز, 120.3 , 60.8 , 59.5 , 82.7 , 37.6 
11,گلستان,راميان, 87.8 , 43.7 , 44.1 , 38.3 , 49.6 
11,كرمان,راور, 43.7 , 21.7 , 22.0 , 23.5 , 20.1 
12,تهران,رباط کريم, 376.4 , 189.9 , 186.5 , 319.3 , 57.1 
08,همدان,رزن, 70.4 , 35.4 , 35.0 , 18.9 , 51.5 
26,فارس,رستم, 43.7 , 21.0 , 22.6 , 12.4 , 31.3 
05,گيلان,رشت, 937.6 , 468.9 , 468.8 , 776.9 , 160.7 
27,خراسان رضوئ,رشتخوار, 63.7 , 32.1 , 31.7 , 14.9 , 48.8 
14,گيلان,رضوانشهر, 70.3 , 34.9 , 35.4 , 30.3 , 40.0 
04,كرمان,رفسنجان, 324.2 , 170.2 , 154.0 , 198.5 , 125.7 
14,کرمانشاه,روانسر, 49.4 , 25.1 , 24.3 , 31.7 , 17.6 
07,هرمزگان,رودان, 133.1 , 66.6 , 66.6 , 49.5 , 83.6 
06,گيلان,رودبار, 90.4 , 45.6 , 44.8 , 56.2 , 34.2 
15,كرمان,رودبارجنوب, 102.8 , 51.2 , 51.6 , 22.8 , 79.9 
07,گيلان,رودسر, 148.0 , 73.8 , 74.2 , 76.6 , 71.4 
11,لرستان,رومشکان, 39.5 , 19.8 , 19.7 , 10.4 , 29.1 
17,كرمان,ريگان, 106.7 , 54.8 , 51.8 , 54.3 , 52.4 
03,تهران,رئ, 364.3 , 193.1 , 171.2 , 207.3 , 157.0 
04,سيستان وبلوچستان,زابل, 175.2 , 86.1 , 89.1 , 149.0 , 26.2 
05,سيستان وبلوچستان,زاهدان, 770.8 , 389.5 , 381.3 , 676.5 , 94.4 
35,خراسان رضوئ,زاوه, 68.8 , 34.4 , 34.4 , 10.6 , 58.2 
42,خراسان رضوئ,زبرخان, 58.0 , 29.1 , 28.9 , 26.1 , 31.9 
